wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
1155.8912,0,0.05565,4.7238e-07,6.7994,6.8551
1155.9012,0,0.05565,4.7233e-07,6.8001,6.8558
1155.9112,0,0.05565,4.7229e-07,6.8008,6.8564
1155.9213,0,0.05565,4.7225e-07,6.8014,6.8571
1155.9313,0,0.05565,4.722e-07,6.8021,6.8577
1155.9413,0,0.05565,4.7216e-07,6.8027,6.8584
1155.9514,0,0.05565,4.7211e-07,6.8034,6.859
1155.9614,0,0.05565,4.7207e-07,6.8041,6.8597
1155.9714,0,0.05565,4.7202e-07,6.8047,6.8604
1155.9815,0,0.05565,4.7198e-07,6.8054,6.861
1155.9915,0,0.05565,4.7194e-07,6.806,6.8617
1156.0016,0,0.05565,4.7189e-07,6.8067,6.8623
1156.0116,0,0.05565,4.7185e-07,6.8073,6.863
1156.0216,0,0.05565,4.718e-07,6.808,6.8637
1156.0317,0,0.05565,4.7176e-07,6.8087,6.8643
1156.0417,0,0.05565,4.7171e-07,6.8093,6.865
1156.0517,0,0.05565,4.7167e-07,6.81,6.8656
1156.0618,0,0.05565,4.7162e-07,6.8106,6.8663
1156.0718,0,0.05565,4.7158e-07,6.8113,6.8669
1156.0818,0,0.05565,4.7154e-07,6.8119,6.8676
1156.0919,0,0.05565,4.7149e-07,6.8126,6.8682
1156.1019,0,0.05565,4.7145e-07,6.8132,6.8689
1156.1120,0,0.05565,4.714e-07,6.8139,6.8695
1156.1220,0,0.05565,4.7136e-07,6.8145,6.8702
1156.1320,0,0.05565,4.7131e-07,6.8152,6.8709
1156.1421,0,0.05565,4.7127e-07,6.8159,6.8715
1156.1521,0,0.05565,4.7122e-07,6.8165,6.8722
1156.1621,0,0.05565,4.7118e-07,6.8172,6.8728
1156.1722,0,0.05565,4.7113e-07,6.8178,6.8735
1156.1822,0,0.05565,4.7109e-07,6.8185,6.8741
1156.1922,0,0.05565,4.7104e-07,6.8191,6.8748
1156.2023,0,0.05565,4.71e-07,6.8198,6.8754
1156.2123,0,0.05565,4.7095e-07,6.8204,6.8761
1156.2224,0,0.05565,4.7091e-07,6.8211,6.8767
1156.2324,0,0.05565,4.7086e-07,6.8217,6.8774
1156.2424,0,0.05565,4.7082e-07,6.8224,6.878
1156.2525,0,0.05565,4.7077e-07,6.823,6.8787
1156.2625,0,0.05565,4.7073e-07,6.8237,6.8793
1156.2725,0,0.05565,4.7068e-07,6.8243,6.88
1156.2826,0,0.05565,4.7064e-07,6.825,6.8806
1156.2926,0,0.05565,4.7059e-07,6.8256,6.8813
1156.3026,0,0.05565,4.7055e-07,6.8263,6.8819
1156.3127,0,0.05565,4.705e-07,6.8269,6.8826
1156.3227,0,0.05565,4.7046e-07,6.8276,6.8833
1156.3327,0,0.05565,4.7041e-07,6.8283,6.8839
1156.3428,0,0.05565,4.7037e-07,6.8289,6.8846
1156.3528,0,0.05565,4.7032e-07,6.8296,6.8852
1156.3629,0,0.05565,4.7028e-07,6.8302,6.8859
1156.3729,0,0.05565,4.7023e-07,6.8309,6.8865
1156.3829,0,0.05565,4.7019e-07,6.8315,6.8872
1156.3930,0,0.05565,4.7014e-07,6.8322,6.8878
1156.4030,0,0.05565,4.701e-07,6.8328,6.8885
1156.4130,0,0.05565,4.7005e-07,6.8335,6.8891
1156.4231,0,0.05565,4.7001e-07,6.8341,6.8898
1156.4331,0,0.05565,4.6996e-07,6.8348,6.8904
1156.4431,0,0.05565,4.6992e-07,6.8354,6.8911
